Name,Price,Vendor,Avaliability,SKU
Samsung 8.5KG Top Load Washing Machine with Dedicated Sink and Water Jet| WA75K4000HA/NQ,"₦446,000.00",SIMs,In stock,60142
Samsung 9KG Top Load Washing Machine with Dedicated Sink and Water Jet| WA90F5S2UWW/NQ,"₦460,000.00",SIMs,In stock,60143
Samsung 11KG Top Load Washing Machine| WA11CG5441BYNQ,"₦643,000.00",SIMs,In stock,60144
Samsung 13KG Top Load Washing Machine| WA13CG5441BYNQ,"₦665,000.00",SIMs,In stock,60145
Samsung 6KG Front Load Washing Machine with Digital Inverter Motor| WW60J3280HS/NQ,"₦564,000.00",SIMs,In stock,60146
Samsung 8KG Front Load Washing Machine with Digital Inverter Motor| WW80T3040BS/NQ,"₦719,000.00",SIMs,In stock,60147
Samsung 9KG Front Load Washing Machine with Digital Inverter Motor| WW90T3040BS/SG,"₦789,000.00",SIMs,In stock,60148
Samsung 7KG Front Load Washing Machine Digital Inverter Motor with Hygiene Steam| WW70T4020EE/NQ,"₦704,000.00",SIMs,In stock,60149
Samsung 7KG Front Load Washing Machine Digital Inverter Motor with Hygiene Steam| WW70T4020CX/NQ,"₦788,000.00",SIMs,In stock,60150
Samsung 8KG Front Load Washing Machine Digital Inverter Motor with Hygiene Steam| WW80T4020CX/NQ,"₦869,000.00",SIMs,In stock,60151
Samsung 12KG Front Load Washing Machine Digital Inverter Motor with Hygiene Steam| WW12T504DAN,"₦1,009,000.00",SIMs,In stock,60152
Samsung 8KG Front Load Washing Machine Digital Inverter Motor with Hygiene Steam + Add Wash| WW80T554DAN/NQ,"₦981,000.00",SIMs,In stock,60153
Samsung 9KG Front Load Washing Machine Digital Inverter Motor with Hygiene Steam + Add Wash| WW90T554DAN/NQ,"₦984,000.00",SIMs,In stock,60154
Samsung 8KG Front Load Washing Machine Heat Pump Tumble Dryer A+++ Energy Efficiency Heat PU| DV80TA020AX/EU,"₦1,021,000.00",SIMs,In stock,60155
Samsung 7kg/5kg Washer and Dryer Combo Digital Inverter Motor Washing Machine with Air Wash| WD70TA046BX/NQ,"₦984,000.00",SIMs,In stock,60156
Samsung 8kg/6kg Washer and Dryer Combo Digital Inverter Motor Washing Machine with Air Wash| WD80TA046BX/NQ,"₦1,074,000.00",SIMs,In stock,60157
Samsung 9kg/6kg Washer And Dryer Combo Digital Inverter Motor Front Load Washing Machine With Air Wash| WD90T554DBN/NQ,"₦1,183,000.00",SIMs,In stock,60158
Samsung 12kg/8kg Washer And Dryer Combo Digital Inverter Motor Front Load Washing Machine| WD12T504DBN/NQ,"₦1,603,000.00",SIMs,In stock,60159
Samsung 21kg/12kg Washer And Dryer Combo Digital Inverter Motor Front Load Washing Machine| WD21T6300GV/NQ,"₦2,148,000.00",SIMs,In stock,60160
Samsung 1HP Basic Split Unit Air Conditioner LVS/HVS 100% Copper with KIT R410GAS| AR09TRHGAWK/AF/BASIC,"₦534,000.00",SIMs,In stock,60195
Samsung 1.5HP Basic Split Unit Air Conditioner LVS/HVS 100% Copper with KIT R410GAS| AR12TRHGAWK/AF/BASIC,"₦596,000.00",SIMs,In stock,60196
Samsung 2HP Basic Split Unit Air Conditioner LVS/HVS 100% Copper with KIT R410GAS| AR18TRHGAWK/AF/BASIC,"₦817,000.00",SIMs,In stock,60197
Samsung 1HP Inverter Split Unit Air Conditioner 100% Copper Dura Fin with KIT R410GAS| AR09TVHGAWK/AF/INVERTER,"₦678,000.00",SIMs,In stock,60198
Samsung 1.5HP Inverter Split Unit Air Conditioner 100% Copper Dura Fin with KIT R410GAS| AR12TVHGAWK/AF/INVERTER,"₦775,000.00",SIMs,In stock,60199
Samsung 1HP Inverter Split Unit Air Conditioner 100% Copper Dura Fin with KIT R410GAS| AR09BVHGAWK/AF,"₦678,000.00",SIMs,In stock,60201
Samsung 1.5HP Inverter Split Unit Air Conditioner 100% Copper Dura Fin with KIT R410GAS| AR12BVHGAWK/AF,"₦775,000.00",SIMs,In stock,60202
Samsung 2HP Inverter Split Unit Air Conditioner 100% Copper Dura Fin with KIT R410GAS| AR18BVHGAWK/AF,"₦1,035,000.00",SIMs,In stock,60203
Samsung 1HP Premium Windfree Inverter Split Unit Air Conditioner 100% Copper Dura Fin with KIT R410GAS| AR09TVHABWK/AF/WINDFREE,"₦1,201,000.00",SIMs,In stock,60204
Samsung 1.5HP Premium Windfree Inverter Split Unit Air Conditioner 100% Copper Dura Fin with KIT R410GAS| AR12TVHABWK/AF/WINDFREE,"₦1,331,000.00",SIMs,In stock,60205
Samsung 2HP Premium Windfree Inverter Split Unit Air Conditioner 100% Copper Dura Fin with KIT R410GAS| AR18TVHABWK/AF/WINDFREE,"₦1,512,000.00",SIMs,In stock,60206
Samsung 1HP Premium Windfree Inverter Split Unit Air Conditioner 100% Copper Dura Fin with KIT R410GAS| AR09BVEAMWK/AF,"₦1,201,000.00",SIMs,In stock,60207
Samsung 1.5HP Premium Windfree Inverter Split Unit Air Conditioner 100% Copper Dura Fin with KIT R410GAS| AR12BVEAMWK/AF,"₦1,331,000.00",SIMs,In stock,60208
Samsung 2HP Premium Windfree Inverter Split Unit Air Conditioner 100% Copper Dura Fin with KIT R410GAS| AR18BVEAMWK/AF,"₦1,512,000.00",SIMs,In stock,60209
Samsung 192 Litres Single Door Refrigerator| RR19J2146U8/UT,"₦400,000.00",SIMs,In stock,60210
Samsung 212 Litres Single Door Refrigerator| RR21J2146BS/UT,"₦477,000.00",SIMs,In stock,60211
Samsung 220 Litres Top Mount Refrigerator with Twist Ice Maker| RT20HAR2DSA/UT,"₦570,000.00",SIMs,In stock,60212
Samsung 220 Litres Top Mount Refrigerator with Twist Ice Maker| RT20/26HAR2DSA/HA,"₦570,000.00",SIMs,In stock,60213
Samsung 364 Litres Top Mount Refrigerator with Twist Ice Maker| RT35K5552S8/UT,"₦912,000.00",SIMs,In stock,60214
Samsung 530 Litres Top Mount Refrigerator| RT53K6541BS/UT,"₦1,420,000.00",SIMs,In stock,60215
Samsung 397 Litres Top Mount Refrigerator| RT38/RT49K5552BS/UT,"₦1,102,000.00",SIMs,In stock,60219
Samsung 650 Litres Side by Side Refrigerator with Water Dispenser| RS65R5691M9/UT,"₦3,147,000.00",SIMs,In stock,60221
Samsung 660 Litres Side by Side Refrigerator with Water Dispenser| RS64R53112A/UT,"₦2,700,000.00",SIMs,In stock,60223
Samsung 630 Litres French Door Twin Cooling Plus Refrigerator with Water Dispenser| RF24R7201SR/EU,"₦3,237,000.00",SIMs,In stock,60226
Samsung 820 Litres Bespoke French Door Refrigerator| RF71A967532/UT,"₦4,355,000.00",SIMs,In stock,60227
Samsung 820 Litres Bespoke French Door Refrigerator| RF71A967578/UT,"₦4,355,000.00",SIMs,In stock,60228
Samsung 323 Litres Bespoke Upright Refrigerator| RZ32R744532/UT,"₦2,204,000.00",SIMs,In stock,60229
Samsung 323 Litres Bespoke Upright Refrigerator| RZ32R744541/UT,"₦2,204,000.00",SIMs,In stock,60230
Samsung 390 Litres Tall Single Door Upright Refrigerator| RR39M73107F,"₦1,466,000.00",SIMs,In stock,60232
Scanfrost 4 Burners Standing Gas Cooker with Oven 50X50| Grey| CK5400NG,"₦151,000.00",ScanfrostBekoSony Shopahome,In stock,150000
Scanfrost 4 Burners Standing Gas Cooker with Oven 50X50| Black| CK5400NG,"₦151,000.00",ScanfrostBekoSony Shopahome,In stock,150001
Scanfrost 4 Burners Standing Gas Cooker With Oven 50 X 55| Silver| SFC5402S,"₦166,000.00",ScanfrostBekoSony Shopahome,In stock,150002
Scanfrost 4 Burners Standing Gas Cooker with Oven 50 X 55| Black| SFC5402B,"₦166,000.00",ScanfrostBekoSony Shopahome,In stock,150003
Scanfrost 3 Gas Burners + 1 Hot Plate Standing Gas Cooker with Oven 50 X 55| Grey| SFC5312S,"₦211,000.00",ScanfrostBekoSony Shopahome,In stock,150004
Scanfrost Gas Cooker Wood Finish 60X55| CK6402NG,"₦331,000.00",ScanfrostBekoSony Shopahome,In stock,150005
Scanfrost Gas Cooker 3+1 Burners 60X55| CK6312NG,"₦320,000.00",ScanfrostBekoSony Shopahome,In stock,150006
Scanfrost 4 Gas Cooker 60*55| Black| CK6400B,"₦300,000.00",ScanfrostBekoSony Shopahome,In stock,150007
Scanfrost 4 Gas Cooker 60*55| CK6400R,"₦301,000.00",ScanfrostBekoSony Shopahome,In stock,150008
Scanfrost 3+1 Gas Cooker 60*55| CK6302R,"₦313,000.00",ScanfrostBekoSony Shopahome,In stock,150010
Scanfrost Fast Cooker 5 Burner Black Gas Cooker| CK7500B,"₦208,000.00",ScanfrostBekoSony Shopahome,In stock,150011
Scanfrost Fast Cooker 5 Burner Inox Gas Cooker| CK7500S,"₦208,000.00",ScanfrostBekoSony Shopahome,In stock,150012
Scanfrost 8 Series Cooker 80*60CM 5 Gas with Grill and Auto Ignition| SFC851M,"₦403,000.00",ScanfrostBekoSony Shopahome,In stock,150013
Scanfrost 5 Burners Gas Cooker 90*60 Grill and Oven| SFC9500SS,"₦480,000.00",ScanfrostBekoSony Shopahome,In stock,150014
Scanfrost 4+2 90*60 Gas Cooker| SFC9423SS,"₦571,000.00",ScanfrostBekoSony Shopahome,In stock,150015
Scanfrost 4+2 90*60 Gas Cooker| SFC9423B,"₦571,000.00",ScanfrostBekoSony Shopahome,In stock,150016
Scanfrost 5 Gas Burner 90*60 Gas Cooker| SFC9502SS,"₦571,000.00",ScanfrostBekoSony Shopahome,In stock,150017
Scanfrost 90x60 4 Gas Burner + 2 Electric Hotplate Standing Cooker Wood Finish| SFC9425NGF,"₦594,000.00",ScanfrostBekoSony Shopahome,In stock,150018
Scanfrost 90x60 4 Gas Burner + 2 Electric Hotplate Standing Cooker Wood Finish| SFC9426NEF,"₦594,000.00",ScanfrostBekoSony Shopahome,In stock,150019
Scanfrost 5 Burners 90*60 Semi Professional Gas Cooker| Pearl Black| PNG96G2G,"₦1,619,000.00",ScanfrostBekoSony Shopahome,In stock,150020
Scanfrost 5 Burners 90*60 Semi Professional Gas Cooker| Burgundy Red| PRG96G2G,"₦1,619,000.00",ScanfrostBekoSony Shopahome,In stock,150021
Scanfrost 20L Microwave Oven| SF20WMG,"₦82,000.00",ScanfrostBekoSony Shopahome,In stock,150022
Scanfrost 23 Litres Microwave with Grill| SF23BWSDG,"₦133,000.00",ScanfrostBekoSony Shopahome,In stock,150023
Scanfrost 25L Microwave Oven| SF25,"₦151,000.00",ScanfrostBekoSony Shopahome,In stock,150024
Scanfrost 30 Litres Microwave With Grill| SF30SSDGC,"₦222,000.00",ScanfrostBekoSony Shopahome,In stock,150025
Scanfrost 34 Litres Microwave Oven with Grill SF34| SFWMO34,"₦186,000.00",ScanfrostBekoSony Shopahome,In stock,150026
Scanfrost 1HP Wave Technology Air Conditioner with Kit| SFACS9M,"₦354,000.00",ScanfrostBekoSony Shopahome,In stock,150027
Scanfrost 1.5HP Wave Technology Air Conditioner with Kit| SFACS12M,"₦390,000.00",ScanfrostBekoSony Shopahome,In stock,150028
Scanfrost 2HP Wave Technology Air Conditioner with Kit| SFACS18M,"₦571,000.00",ScanfrostBekoSony Shopahome,In stock,150029
Scanfrost 1HP Inverter Air Conditioner with Kit| SFACS09INM,"₦444,000.00",ScanfrostBekoSony Shopahome,In stock,150030
Scanfrost 1.5HP Inverter Air Conditioner with Kit| SFACS12INM,"₦474,000.00",ScanfrostBekoSony Shopahome,In stock,150031
Scanfrost 2HP Inverter Air Conditioner with Kit| SFACS18INM,"₦648,000.00",ScanfrostBekoSony Shopahome,In stock,150032
Scanfrost 3HP Floor Standing Air Conditioner| SFACFS27K,"₦880,000.00",ScanfrostBekoSony Shopahome,In stock,150033
Scanfrost 2HP Floor Standing Inverter Air Conditioner with Kit| SFACFS18INM,"₦918,000.00",ScanfrostBekoSony Shopahome,In stock,150034
Scanfrost 3HP Floor Standing Inverter Air Conditioner with Kit| SFACFS24INM,"₦1,140,000.00",ScanfrostBekoSony Shopahome,In stock,150035
Scanfrost 5HP Floor Standing Air Conditioner| SFACFS48| SFACFS48K,"₦2,199,000.00",ScanfrostBekoSony Shopahome,In stock,150036
Scanfrost 10HP Floor Standing Top Discharge ODU 380-415/3PH/50Hz| SFACFS96CSD,"₦4,700,000.00",ScanfrostBekoSony Shopahome,In stock,150037
Scanfrost Air Cooler| SFAC4000,"₦235,000.00",ScanfrostBekoSony Shopahome,In stock,150038
Scanfrost Air Cooler| SFAC9500,"₦283,000.00",ScanfrostBekoSony Shopahome,In stock,150039
Scanfrost Chest Freezer 100 Litres| SFL100ECO,"₦240,000.00",ScanfrostBekoSony Shopahome,In stock,150040
Scanfrost Chest Freezer 150 Litres| SFL150ECO,"₦277,000.00",ScanfrostBekoSony Shopahome,In stock,150041
Scanfrost Chest Freezer 200 Litres| SFL200ECO,"₦324,000.00",ScanfrostBekoSony Shopahome,In stock,150042
Scanfrost Chest Freezer 250 Litres| SFL250ECO,"₦354,000.00",ScanfrostBekoSony Shopahome,In stock,150043
Scanfrost Chest Freezer 296 Litres| SFL300ECO,"₦426,000.00",ScanfrostBekoSony Shopahome,In stock,150044
Scanfrost 250L Chest Freezer with Inverter Compressor SFL250 INV| SFL250INV,"₦420,000.00",ScanfrostBekoSony Shopahome,In stock,150045
Scanfrost 300L Chest Freezer with Inverter Compressor SFL300 INV| SFL300INV,"₦510,000.00",ScanfrostBekoSony Shopahome,In stock,150046
Scanfrost 400L Chest Freezer with Inverter Compressor SFL400 INV| SFL400INV,"₦720,000.00",ScanfrostBekoSony Shopahome,In stock,150047
Scanfrost 500L Chest Freezer with Inverter Compressor SFL500 INV| SFL500INV,"₦810,000.00",ScanfrostBekoSony Shopahome,In stock,150048
Scanfrost 600L Chest Freezer with Inverter Compressor SFL600 INV| SFL600INV,"₦900,000.00",ScanfrostBekoSony Shopahome,In stock,150049
Scanfrost 250L Upright Freezer| SFVF250X,"₦510,000.00",ScanfrostBekoSony Shopahome,In stock,150050
Scanfrost 300 Litres Glass Top Display Freezer| SFCH300,"₦571,000.00",ScanfrostBekoSony Shopahome,In stock,150051
Scanfrost 350 Litres Glass Top Display Freezer| SF350XG,"₦546,000.00",ScanfrostBekoSony Shopahome,In stock,150052
Scanfrost 400 Litres Display Freezer Glass Top| SFCH400,"₦690,000.00",ScanfrostBekoSony Shopahome,In stock,150053
Scanfrost 450 Litres Display Freezer Glass Top| SF450XG,"₦660,000.00",ScanfrostBekoSony Shopahome,In stock,150054
Scanfrost 220 Litres Bottle Cooler| SFUC 220| SFUC220XG,"₦528,000.00",ScanfrostBekoSony Shopahome,In stock,150055
Scanfrost 300 Litres Bottle Cooler| SFUC 300| SFUC300XG,"₦660,000.00",ScanfrostBekoSony Shopahome,In stock,150056
Scanfrost 380 Litres Bottle Cooler| SFUC 380| SFUC380XG,"₦816,000.00",ScanfrostBekoSony Shopahome,In stock,150057
Scanfrost 400 Litres Bottle Cooler| SFUC 400| SFUC400,"₦728,000.00",ScanfrostBekoSony Shopahome,In stock,150058
Scanfrost 600 Litres Double Door Bottle Cooler| SFUC600,"₦1,319,000.00",ScanfrostBekoSony Shopahome,In stock,150059
Scanfrost 50 Litres Finish Bar Fridge| SFR50,"₦118,000.00",ScanfrostBekoSony Shopahome,In stock,150060
Scanfrost 50 Litres Direct Cool Refrigerator| SFR 050XX,"₦119,000.00",ScanfrostBekoSony Shopahome,In stock,150061
Scanfrost 90 Litres Direct Cool Bedside Fridge SFR92| SFR92-I,"₦163,000.00",ScanfrostBekoSony Shopahome,In stock,150062
Scanfrost 100 Litres Direct Cool Refrigerator| SFR 100XX,"₦163,000.00",ScanfrostBekoSony Shopahome,In stock,150063
Scanfrost 180 Litres Direct Cool Refrigerator| SFR 180XX,"₦283,000.00",ScanfrostBekoSony Shopahome,In stock,150064
Scanfrost 210 Litres Direct Cool Refrigerator| SFR 212XX,"₦319,000.00",ScanfrostBekoSony Shopahome,In stock,150065
Scanfrost 365 Litres Inverter No Frost Refrigerator| SFR365W-INV,"₦600,000.00",ScanfrostBekoSony Shopahome,In stock,150066
Scanfrost 435 Litres Inverter No Frost Refrigerator| SFR435W-INV,"₦690,000.00",ScanfrostBekoSony Shopahome,In stock,150067
Scanfrost 500 Litres Inverter No Frost Refrigerator| SFR500W-INV,"₦720,000.00",ScanfrostBekoSony Shopahome,In stock,150068
Scanfrost 450L Side-By-Side Refrigerator| SFSBS450ME,"₦839,000.00",ScanfrostBekoSony Shopahome,In stock,150069
Scanfrost 500L Side By Side Refrigerator| SFSBS500B,"₦1,050,000.00",ScanfrostBekoSony Shopahome,In stock,150070
Scanfrost 600L Side By Side Refrigerator| SFSBS600B,"₦1,170,000.00",ScanfrostBekoSony Shopahome,In stock,150071
Scanfrost 650L Side-By-Side Refrigerator| SFSBS650ME,"₦1,140,000.00",ScanfrostBekoSony Shopahome,In stock,150072
Scanfrost 7Kg Single Tub Washer| SFST07A,"₦126,000.00",ScanfrostBekoSony Shopahome,In stock,150080
Scanfrost 6KG Twin Tub Washing Machine| SFWMTTD,"₦177,000.00",ScanfrostBekoSony Shopahome,In stock,150082
Scanfrost 6KG Twin Tub Washing Machine| SFWMTTA,"₦189,000.00",ScanfrostBekoSony Shopahome,In stock,150083
Scanfrost 8KG Twin Tub Washing Machine| SFWMTTB,"₦228,000.00",ScanfrostBekoSony Shopahome,In stock,150084
Scanfrost 10KG Twin Tub Washing Machine| SFWMTTC,"₦202,000.00",ScanfrostBekoSony Shopahome,In stock,150085
Scanfrost 12kg Twin Tub Washer| SFSATT12M,"₦301,000.00",ScanfrostBekoSony Shopahome,In stock,150086
Scanfrost 6KG Top Load Fully Automatic Washing Machine| SFWMTLZK,"₦294,000.00",ScanfrostBekoSony Shopahome,In stock,150087
Scanfrost 8KG Top Load Fully Automatic Washing Machine| SFWMTLYK,"₦342,000.00",ScanfrostBekoSony Shopahome,In stock,150088
Scanfrost 10KG Top Load Fully Automatic Washing Machine| SFWMTLXK,"₦367,000.00",ScanfrostBekoSony Shopahome,In stock,150089
Scanfrost 6KG Front Load Washing Machine SFWMFL6000| SFWMFL6000/6M,"₦349,000.00",ScanfrostBekoSony Shopahome,In stock,150090
Scanfrost 7KG Front Load Washing Machine SFWMFL7001| SFWMFL-7001,"₦390,000.00",ScanfrostBekoSony Shopahome,In stock,150091
Scanfrost 8KG Front Load Washing Machine SFWMFL8001| SFWMFL-8001,"₦408,000.00",ScanfrostBekoSony Shopahome,In stock,150092
Scanfrost 6.0Kg Wall Hanging Dryer| SFD6000LW,"₦171,000.00",ScanfrostBekoSony Shopahome,In stock,150093
Scanfrost Washer And Dryer 8kg/6kg Washing Machine| SFWD86INB,"₦690,000.00",ScanfrostBekoSony Shopahome,In stock,150095
Scanfrost Washer And Dryer 10kg/7kg Washing Machine| SFWD107INB,"₦750,000.00",ScanfrostBekoSony Shopahome,In stock,150096
Scanfrost Dishwasher with LED Display| SFDWP12M,"₦420,000.00",ScanfrostBekoSony Shopahome,In stock,150097
Scanfrost 1.5L Blender Black and White| SFKAB 409| SFKAB409,"₦35,000.00",ScanfrostBekoSony Shopahome,In stock,150098
Scanfrost Blender 1.5L with Unbreakable Jug + Ice Crusher 500W| SFKAB500W,"₦48,000.00",ScanfrostBekoSony Shopahome,In stock,150099
Scanfrost Blender 1.5L with Unbreakable Jug + Ice Crusher 700W| SFKAB700W,"₦60,000.00",ScanfrostBekoSony Shopahome,In stock,150100
Scanfrost 1.75L Smoothie Maker + Ice Crusher + Pulse Function Blender 1400W| SFKAB1400W,"₦102,000.00",ScanfrostBekoSony Shopahome,In stock,150101
Scanfrost 2L Commercial Blender 1500W| SFKACB2003,"₦133,000.00",ScanfrostBekoSony Shopahome,In stock,150102
Scanfrost 1.5L Food Processor with Blender| SFKAFP2002,"₦96,000.00",ScanfrostBekoSony Shopahome,In stock,150103
Scanfrost 1.7L Food Processor with Blender| SFKAFP2001,"₦102,000.00",ScanfrostBekoSony Shopahome,In stock,150104
Scanfrost Express Juicer| SFJUC800W,"₦46,000.00",ScanfrostBekoSony Shopahome,In stock,150105
Scanfrost Stainless Steel Black Spray Kettles 4.3L| SFKE18,"₦42,000.00",ScanfrostBekoSony Shopahome,In stock,150106
Scanfrost Stainless Steel Maroon Spray Kettles 4.3L| SFKE18,"₦42,000.00",ScanfrostBekoSony Shopahome,In stock,150107
Scanfrost Stainless Steel Kettles 4.3L| SFKE18,"₦42,000.00",ScanfrostBekoSony Shopahome,In stock,150108
Scanfrost 1.5L Stainless Steel Kettle| SFKES2200W,"₦17,000.00",ScanfrostBekoSony Shopahome,In stock,150109
Scanfrost 1.7L Stainless Steel Kettle| SFKES1540W,"₦17,000.00",ScanfrostBekoSony Shopahome,In stock,150110
Scanfrost 2L Stainless Steel Kettle| SFKES1800W,"₦18,000.00",ScanfrostBekoSony Shopahome,In stock,150111
Scanfrost Stand Mixer Set| FP9051ZO-GS/SFKM9051D,"₦228,000.00",ScanfrostBekoSony Shopahome,In stock,150112
Scanfrost 3.5L Health Air Fryer| SFAF3200S,"₦97,000.00",ScanfrostBekoSony Shopahome,In stock,150114
Scanfrost 5.5L Air Fryer| SFAF5200S,"₦115,000.00",ScanfrostBekoSony Shopahome,In stock,150115
Scanfrost Model 2 Slice Toaster Yellow Colour| SFKAT2002,"₦34,000.00",ScanfrostBekoSony Shopahome,In stock,150116
Scanfrost 4 Slice Pop Up Bread Toaster| SFKAT4001,"₦55,000.00",ScanfrostBekoSony Shopahome,In stock,150117
Scanfrost Sandwich and Waffle Maker with Nonstick Coating| SFSM700W,"₦23,000.00",ScanfrostBekoSony Shopahome,In stock,150118
Scanfrost Steam Iron| SFSI 2200W,"₦28,000.00",ScanfrostBekoSony Shopahome,In stock,150119
Scanfrost Steam Iron| SFSI 2800W,"₦30,000.00",ScanfrostBekoSony Shopahome,In stock,150120
Scanfrost 18 Inch Rechargeable Fan with Remote| SFRF181K,"₦102,000.00",ScanfrostBekoSony Shopahome,In stock,150121
Scanfrost 16 Inch Mist Rechargeable Fan with Remote| SFRF161K,"₦126,000.00",ScanfrostBekoSony Shopahome,In stock,150122
Scanfrost 16 Inch Standing Fan| SFFSF16C,"₦39,000.00",ScanfrostBekoSony Shopahome,In stock,150123
Scanfrost 18 Inch Standing Fan| SFFSF18C,"₦58,000.00",ScanfrostBekoSony Shopahome,In stock,150124
Scanfrost 18 Inch Industrial Fan| SFIFM18D,"₦97,000.00",ScanfrostBekoSony Shopahome,In stock,150125
Scanfrost 20 Inch Industrial Fan| SFIFM20D,"₦111,000.00",ScanfrostBekoSony Shopahome,In stock,150126
Scanfrost 24 Inch Industrial Fan| SFIF24D,"₦127,000.00",ScanfrostBekoSony Shopahome,In stock,150127
Scanfrost 26 Inch Industrial Fan| SFIF26D,"₦133,000.00",ScanfrostBekoSony Shopahome,In stock,150128
Scanfrost Water Dispenser| SFDW1401,"₦174,000.00",ScanfrostBekoSony Shopahome,In stock,150129
Scanfrost Water Dispenser| SFDW1402,"₦174,000.00",ScanfrostBekoSony Shopahome,In stock,150130
Scanfrost Water Dispenser| SFWTDI14004,"₦163,000.00",ScanfrostBekoSony Shopahome,In stock,150131
Scanfrost Water Dispenser| SFWTDI1200,"₦129,000.00",ScanfrostBekoSony Shopahome,In stock,150132
Scanfrost Table Top Cooker| SFTTC2002C,"₦40,000.00",ScanfrostBekoSony Shopahome,In stock,150133
Scanfrost Table Top 2 Gas Burner| SFTTC2004C,"₦55,000.00",ScanfrostBekoSony Shopahome,In stock,150134
Hisense 12KG Ice Maker ICM1244| HISICM1244,"₦98,700.00",LG/ Hisense/ Maxi Shopahome,In stock,20481
Hisense 12KG Ice Maker ICM1263| HISICM1263,"₦86,100.00",LG/ Hisense/ Maxi Shopahome,In stock,20482
Hisense 20KG Ice Maker ICM2011| HISICM2011,"₦151,400.00",LG/ Hisense/ Maxi Shopahome,In stock,20483
Polystar Gas Cooker 4 Gas + 1 Hot Plate Stainless| PVFS-80G1,"₦245,000.00",Polystar Store,In stock,710004
Polystar 5 Burner Table Gas Hob| PV-BA8705AGPS,"₦110,000.00",Polystar Store,In stock,710005
Polystar 4 Burner Gas Hob With Glass Cooktop| PV-GT60G4,"₦88,000.00",Polystar Store,In stock,710006
Polystar 1HP Regular Split Air Conditioner with Installation Kit| PV-SN09,"₦270,000.00",Polystar Store,In stock,710010
Polystar 1.5HP Split Air Conditioner with Installation Kit| PV-SN12,"₦343,000.00",Polystar Store,In stock,710011
Polystar 1HP Split Air Conditioner with Installation Kit| PV-09R410XAN,"₦297,000.00",Polystar Store,In stock,710013
Polystar 1.5HP Split Unit Air Conditioner with Installation Kit| PV-12R410XAN,"₦351,500.00",Polystar Store,In stock,710014
Polystar 2HP LED Display Inverter Air Conditioner with Installation Kit| PV-18TP41GM,"₦461,500.00",Polystar Store,In stock,710015
Polystar 1HP Inverter R410A Split Air Conditioner with Installation Kit| PV-09INV41,"₦351,500.00",Polystar Store,In stock,710016
Polystar 1.5HP Inverter R410A Split Air Conditioner with Installation Kit| PV-12INV41,"₦375,500.00",Polystar Store,In stock,710017
Polystar 1HP Inverter Air Conditioner with Installation Kit| PV-SN09INV,"₦327,000.00",Polystar Store,In stock,710018
Polystar 1.5HP Inverter Air Conditioner with Installation Kit| PV-SN12INV,"₦351,500.00",Polystar Store,In stock,710019
Polystar 2HP Inverter Air Conditioner with Installation Kit| PV-SN18INV,"₦431,000.00",Polystar Store,In stock,710020
Polystar One Outdoor With 2 - 1hp Indoor And 2 - 1.5hp Indoor Unit Split Ac| PV-C440+4,"₦800,000.00",Polystar Store,In stock,710021
Polystar 1HP Window Unit Air Conditioner| PV-MD9W,"₦219,500.00",Polystar Store,In stock,710022
Polystar 1.5HP Window Unit Air Conditioner| PV-MD12W,"₦239,000.00",Polystar Store,In stock,710023
Polystar 2 Ton Floor Standing Air Conditioner with Installation Kit| PVF202C,"₦681,000.00",Polystar Store,In stock,710026
Polystar 2 Ton Floor Standing Inverter Air Conditioner| PVF-HDF206INV,"₦776,500.00",Polystar Store,In stock,710028
Polystar 3 Ton Floor Standing Inverter Air Conditioner| PVF-HDF306INV,"₦865,500.00",Polystar Store,In stock,710029
Polystar 3 Ton Inverter Floor Standing Air Conditioner| PVF-MY309INV,"₦899,000.00",Polystar Store,In stock,710033
Polystar 2 Ton Floor Standing Inverter Air Conditioner| PVF-SN205INV,"₦746,000.00",Polystar Store,In stock,710035
Polystar 18 Inch Industrial Fan| PV-18NDB,"₦50,500.00",Polystar Store,In stock,710036
Polystar 18 Inch Industrial Fan With Adjustable Height| PV-RD18NDB,"₦50,500.00",Polystar Store,In stock,710037
Polystar 20 Inch Industrial Standing Fan| PV-20NDB,"₦69,500.00",Polystar Store,In stock,710038
Polystar 26 Inch Industrial Standing Fan| PV-26NDB,"₦79,500.00",Polystar Store,In stock,710039
Polystar 16 Inch Standing Fan| PV-16059AB,"₦13,500.00",Polystar Store,In stock,710040
Polystar 16 Inch Standing Fan| PV-16059BLU,"₦13,000.00",Polystar Store,In stock,710041
Polystar 24 Inch Ceiling Fan| PV-24BC,"₦15,500.00",Polystar Store,In stock,710042
Polystar 56 Inch Industrial Ceiling Fan| PV-56BC,"₦21,000.00",Polystar Store,In stock,710043
Polystar 56 Inch Industrial Ceiling Fan| PV-56WC,"₦21,000.00",Polystar Store,In stock,710044
Polystar 3.5kg Mini Front Loader Washing Machine| PV40-17WBP,"₦95,000.00",Polystar Store,In stock,710045
Polystar 3KG Top Loader Single Tub Washing Machine| PV-WDW4.7K,"₦60,000.00",Polystar Store,In stock,710046
Polystar 4.5KG Top Loader Single Tub Washing Machine| PV-WD4.5K,"₦53,000.00",Polystar Store,In stock,710048
Polystar 7KG Twin Tub Manual Washing Machine| PV-WD7K,"₦118,500.00",Polystar Store,In stock,710049
